benchmark,outputVar,timeTaken(ms)
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_565.dqdimacs,16,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_565.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_565.dqdimacs,19,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_565.dqdimacs,21,9
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_581.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_581.dqdimacs,3,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_581.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_581.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_581.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_584.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_584.dqdimacs,16,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_584.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_584.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_584.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_598.dqdimacs,0,25
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_598.dqdimacs,6,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_598.dqdimacs,10,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_598.dqdimacs,16,9
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_675.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_675.dqdimacs,14,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_675.dqdimacs,16,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_675.dqdimacs,17,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_675.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_678.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_678.dqdimacs,13,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_678.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_678.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_678.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_694.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_694.dqdimacs,17,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_694.dqdimacs,19,10
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_694.dqdimacs,20,11
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_697.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_697.dqdimacs,4,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_697.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_697.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_697.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_745.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_745.dqdimacs,10,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_745.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_745.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_745.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_747.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_747.dqdimacs,13,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_747.dqdimacs,22,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_747.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_747.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_836.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_836.dqdimacs,5,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_836.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_836.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_836.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_846.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_846.dqdimacs,7,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_846.dqdimacs,10,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_846.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_87.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_87.dqdimacs,10,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_87.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_87.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_87.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_892.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_892.dqdimacs,7,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_892.dqdimacs,10,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_892.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_892.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_903.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_903.dqdimacs,2,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_903.dqdimacs,12,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_903.dqdimacs,20,9
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_903.dqdimacs,21,9
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_916.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_916.dqdimacs,11,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_916.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_916.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_4_916.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,3,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_109.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_111.dqdimacs,34,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,4,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,6,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_144.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,13,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_145.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,10,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_150.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,12,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_195.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,7,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_201.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,0,39
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,5,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_218.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,7,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,12,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,16,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,29,9
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_22.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,14,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_250.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,10,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,13,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_271.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,0,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,2,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_272.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_299.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,0,35
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,13,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_319.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,11,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_329.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,8,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_357.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,11,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_361.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,8,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_415.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,2,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,4,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,6,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,12,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,7,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,33,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,13,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,0,35
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,33,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,0,37
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,6,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,10,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,13,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,17,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,9,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,0,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,5,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,16,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,6,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,24,8
