benchmark,outputVar,timeTaken(ms)
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_30.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_30.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_30.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_30.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_30.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_40.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_40.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_40.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_46.dqdimacs,0,78
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_46.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_46.dqdimacs,36,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_82.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_82.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_82.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_98.dqdimacs,0,40
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_98.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_2_98.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_0.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_0.dqdimacs,22,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_0.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_0.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_0.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_10.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_10.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_10.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_10.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_10.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_11.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_11.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_11.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_11.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_11.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_12.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_12.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_12.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_12.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_13.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_13.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_13.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_13.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_13.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_14.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_14.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_14.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_14.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_14.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_15.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_15.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_15.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_15.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_16.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_16.dqdimacs,16,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_16.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_16.dqdimacs,34,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_17.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_17.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_17.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_17.dqdimacs,34,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_17.dqdimacs,35,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_18.dqdimacs,0,35
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_18.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_18.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_18.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_19.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_19.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_19.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_19.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_19.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_1.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_1.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_1.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_1.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_1.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_20.dqdimacs,0,32
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_20.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_20.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_20.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_20.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_21.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_21.dqdimacs,16,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_21.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_21.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_21.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_22.dqdimacs,0,40
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_22.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_22.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_22.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_23.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_23.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_23.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_23.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_23.dqdimacs,33,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_24.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_24.dqdimacs,16,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_24.dqdimacs,17,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_24.dqdimacs,20,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_24.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_25.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_25.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_25.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_25.dqdimacs,31,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_25.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_26.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_26.dqdimacs,20,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_26.dqdimacs,27,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_26.dqdimacs,28,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_27.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_27.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_27.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_27.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_27.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_28.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_28.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_28.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_28.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_29.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_29.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_29.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_29.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_29.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_2.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_2.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_2.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_2.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_2.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_30.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_30.dqdimacs,20,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_30.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_30.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_31.dqdimacs,0,31
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_31.dqdimacs,23,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_31.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_31.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_31.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_32.dqdimacs,0,32
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_32.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_32.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_32.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_32.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_33.dqdimacs,0,31
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_33.dqdimacs,21,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_33.dqdimacs,26,11
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_33.dqdimacs,27,15
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_33.dqdimacs,28,11
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_34.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_34.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_34.dqdimacs,31,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_34.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_34.dqdimacs,33,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_35.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_35.dqdimacs,19,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_35.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_35.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_36.dqdimacs,0,30
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_36.dqdimacs,21,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_36.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_36.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_36.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_38.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_38.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_38.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_38.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_38.dqdimacs,31,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_39.dqdimacs,0,30
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_39.dqdimacs,16,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_39.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_39.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_3.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_3.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_3.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_3.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_3.dqdimacs,34,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_40.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_40.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_40.dqdimacs,30,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_40.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_41.dqdimacs,0,25
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_41.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_41.dqdimacs,20,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_41.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_42.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_42.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_42.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_42.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_43.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_43.dqdimacs,14,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_43.dqdimacs,17,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_43.dqdimacs,22,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_43.dqdimacs,25,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_44.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_44.dqdimacs,18,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_44.dqdimacs,19,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_44.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_44.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_45.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_45.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_45.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_45.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_46.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_46.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_46.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_46.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_46.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_47.dqdimacs,0,36
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_47.dqdimacs,21,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_47.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_47.dqdimacs,31,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_47.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_48.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_48.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_48.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_48.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_4.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_4.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_4.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_4.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_4.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_50.dqdimacs,0,29
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_50.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_50.dqdimacs,33,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_50.dqdimacs,34,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_50.dqdimacs,35,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_51.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_51.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_51.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_51.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_51.dqdimacs,32,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_52.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_52.dqdimacs,18,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_52.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_52.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_52.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_53.dqdimacs,0,35
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_53.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_53.dqdimacs,31,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_53.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_54.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_54.dqdimacs,24,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_54.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_54.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_55.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_55.dqdimacs,19,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_55.dqdimacs,24,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_55.dqdimacs,25,9
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_56.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_56.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_56.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_56.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_56.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_57.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_57.dqdimacs,26,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_57.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_57.dqdimacs,31,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_57.dqdimacs,32,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_58.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_58.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_58.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_58.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_58.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_59.dqdimacs,0,27
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_59.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_59.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_59.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_60.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_60.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_60.dqdimacs,20,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_60.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_61.dqdimacs,0,30
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_61.dqdimacs,15,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_61.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_61.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_61.dqdimacs,30,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_62.dqdimacs,0,26
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_62.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_62.dqdimacs,24,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_62.dqdimacs,25,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_62.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_63.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_63.dqdimacs,22,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_63.dqdimacs,27,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_63.dqdimacs,28,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_64.dqdimacs,0,28
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_64.dqdimacs,27,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_64.dqdimacs,28,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_64.dqdimacs,29,8
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_65.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_65.dqdimacs,16,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_65.dqdimacs,19,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_65.dqdimacs,23,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_65.dqdimacs,26,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_66.dqdimacs,0,33
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_66.dqdimacs,29,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_66.dqdimacs,36,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_66.dqdimacs,37,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_66.dqdimacs,38,7
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_67.dqdimacs,0,34
./benchmark_tests/afterhqspre/PEC1/pec_adder_3_bit_4_67.dqdimacs,27,7
