benchmark,time(s),result
pec_adder_3_bit_4_90,0,unsat
pec_adder_3_bit_4_91,0,unsat
pec_adder_3_bit_4_92,0,sat
pec_adder_3_bit_4_93,1,unsat
pec_adder_3_bit_4_94,0,unsat
pec_adder_3_bit_4_96,1,sat
pec_adder_3_bit_4_98,1,unsat
pec_adder_3_bit_4_99,0,unsat
pec_adder_3_bit_4_9,1,unsat
pec_adder_3_bit_6_0,0,unsat
pec_adder_3_bit_6_10,1,unsat
pec_adder_3_bit_6_11,0,unsat
pec_adder_3_bit_6_12,0,unsat
pec_adder_3_bit_6_13,1,unsat
pec_adder_3_bit_6_14,0,unsat
pec_adder_3_bit_6_15,1,unsat
pec_adder_3_bit_6_16,0,unsat
pec_adder_3_bit_6_17,1,unsat
pec_adder_3_bit_6_18,2,sat
pec_adder_3_bit_6_19,1,unsat
pec_adder_3_bit_6_1,1,sat
pec_adder_3_bit_6_20,1,unsat
pec_adder_3_bit_6_21,1,sat
pec_adder_3_bit_6_22,1,unsat
pec_adder_3_bit_6_23,1,sat
pec_adder_3_bit_6_24,1,unsat
pec_adder_3_bit_6_25,1,sat
pec_adder_3_bit_6_26,0,unsat
pec_adder_3_bit_6_27,1,unsat
pec_adder_3_bit_6_28,0,unsat
pec_adder_3_bit_6_29,2,sat
pec_adder_3_bit_6_2,0,unsat
pec_adder_3_bit_6_30,1,unsat
pec_adder_3_bit_6_31,0,unsat
pec_adder_3_bit_6_32,1,sat
pec_adder_3_bit_6_33,1,sat
pec_adder_3_bit_6_34,1,unsat
pec_adder_3_bit_6_35,1,sat
pec_adder_3_bit_6_36,1,unsat
pec_adder_3_bit_6_37,0,unsat
pec_adder_3_bit_6_38,1,unsat
pec_adder_3_bit_6_39,0,unsat
pec_adder_3_bit_6_3,1,unsat
pec_adder_3_bit_6_40,0,unsat
pec_adder_3_bit_6_41,1,sat
pec_adder_3_bit_6_42,1,unsat
pec_adder_3_bit_6_43,1,unsat
pec_adder_3_bit_6_44,0,unsat
pec_adder_3_bit_6_45,1,sat
pec_adder_3_bit_6_46,1,unsat
pec_adder_3_bit_6_47,0,unsat
pec_adder_3_bit_6_48,1,unsat
pec_adder_3_bit_6_49,1,unsat
pec_adder_3_bit_6_4,0,unsat
pec_adder_3_bit_6_50,1,unsat
pec_adder_3_bit_6_51,2,sat
pec_adder_3_bit_6_52,1,unsat
pec_adder_3_bit_6_53,0,unsat
pec_adder_3_bit_6_54,1,unsat
pec_adder_3_bit_6_55,0,unsat
pec_adder_3_bit_6_56,2,sat
pec_adder_3_bit_6_57,0,unsat
pec_adder_3_bit_6_58,1,unsat
pec_adder_3_bit_6_59,1,sat
pec_adder_3_bit_6_5,0,unsat
pec_adder_3_bit_6_60,1,unsat
pec_adder_3_bit_6_61,0,unsat
pec_adder_3_bit_6_62,2,sat
pec_adder_3_bit_6_63,0,unsat
pec_adder_3_bit_6_64,1,unsat
pec_adder_3_bit_6_65,0,unsat
pec_adder_3_bit_6_66,1,unsat
pec_adder_3_bit_6_67,2,sat
pec_adder_3_bit_6_68,0,unsat
pec_adder_3_bit_6_69,1,unsat
pec_adder_3_bit_6_6,0,unsat
pec_adder_3_bit_6_70,1,unsat
pec_adder_3_bit_6_71,2,sat
pec_adder_3_bit_6_72,0,unsat
pec_adder_3_bit_6_73,1,sat
pec_adder_3_bit_6_74,1,unsat
pec_adder_3_bit_6_75,0,unsat
pec_adder_3_bit_6_76,0,unsat
pec_adder_3_bit_6_77,1,unsat
pec_adder_3_bit_6_78,1,sat
pec_adder_3_bit_6_79,0,unsat
pec_adder_3_bit_6_7,1,unsat
pec_adder_3_bit_6_80,1,sat
pec_adder_3_bit_6_81,1,unsat
pec_adder_3_bit_6_82,3,sat
pec_adder_3_bit_6_83,0,unsat
pec_adder_3_bit_6_84,1,unsat
pec_adder_3_bit_6_85,0,unsat
pec_adder_3_bit_6_86,1,unsat
pec_adder_3_bit_6_87,1,unsat
pec_adder_3_bit_6_88,0,unsat
pec_adder_3_bit_6_89,2,sat
pec_adder_3_bit_6_8,0,unsat
pec_adder_3_bit_6_90,1,unsat
pec_adder_3_bit_6_91,1,unsat
pec_adder_3_bit_6_92,0,unsat
pec_adder_3_bit_6_93,1,unsat
pec_adder_3_bit_6_94,0,unsat
pec_adder_3_bit_6_95,1,sat
pec_adder_3_bit_6_96,1,unsat
pec_adder_3_bit_6_97,0,unsat
pec_adder_3_bit_6_98,3,sat
pec_adder_3_bit_6_99,1,sat
pec_adder_3_bit_6_9,1,unsat
pec_bit_cell_arbiter_4_120,0,sat
pec_bit_cell_arbiter_4_184,1,unsat
pec_bit_cell_arbiter_4_216,0,unsat
pec_bit_cell_arbiter_4_233,1,unsat
pec_bit_cell_arbiter_4_245,0,unsat
pec_bit_cell_arbiter_4_282,0,unsat
pec_bit_cell_arbiter_4_299,1,unsat
pec_bit_cell_arbiter_4_414,0,unsat
pec_bit_cell_arbiter_4_433,0,sat
pec_bit_cell_arbiter_4_458,1,unsat
pec_bit_cell_arbiter_4_459,0,unsat
pec_bit_cell_arbiter_4_512,0,unsat
pec_bit_cell_arbiter_4_520,1,unsat
pec_bit_cell_arbiter_4_526,0,unsat
pec_bit_cell_arbiter_4_551,1,unsat
pec_bit_cell_arbiter_4_559,0,error
pec_bit_cell_arbiter_4_564,0,unsat
pec_bit_cell_arbiter_4_565,1,unsat
pec_bit_cell_arbiter_4_581,0,unsat
pec_bit_cell_arbiter_4_584,0,error
pec_bit_cell_arbiter_4_598,1,unsat
pec_bit_cell_arbiter_4_675,0,unsat
pec_bit_cell_arbiter_4_678,0,unsat
pec_bit_cell_arbiter_4_694,1,error
pec_bit_cell_arbiter_4_697,0,unsat
pec_bit_cell_arbiter_4_745,0,unsat
pec_bit_cell_arbiter_4_747,1,unsat
pec_bit_cell_arbiter_4_836,0,unsat
pec_bit_cell_arbiter_4_846,0,unsat
pec_bit_cell_arbiter_4_87,1,unsat
pec_bit_cell_arbiter_4_892,0,unsat
pec_bit_cell_arbiter_4_903,0,unsat
pec_bit_cell_arbiter_4_916,1,error
pec_bit_cell_arbiter_6_109,0,error
pec_bit_cell_arbiter_6_111,1,unsat
pec_bit_cell_arbiter_6_144,0,unsat
pec_bit_cell_arbiter_6_145,0,unsat
pec_bit_cell_arbiter_6_150,1,sat
pec_bit_cell_arbiter_6_195,0,error
pec_bit_cell_arbiter_6_201,1,unsat
pec_bit_cell_arbiter_6_218,0,unsat
pec_bit_cell_arbiter_6_22,1,unsat
pec_bit_cell_arbiter_6_250,0,unsat
pec_bit_cell_arbiter_6_271,1,error
pec_bit_cell_arbiter_6_272,0,unsat
pec_bit_cell_arbiter_6_299,1,unsat
pec_bit_cell_arbiter_6_319,0,error
pec_bit_cell_arbiter_6_329,1,unsat
pec_bit_cell_arbiter_6_357,0,unsat
pec_bit_cell_arbiter_6_361,0,unsat
pec_bit_cell_arbiter_6_415,1,error
pec_bit_cell_arbiter_6_420,0,unsat
pec_bit_cell_arbiter_6_442,1,unsat
pec_bit_cell_arbiter_6_444,0,error
pec_bit_cell_arbiter_6_455,1,unsat
pec_bit_cell_arbiter_6_457,0,unsat
pec_bit_cell_arbiter_6_470,1,unsat
pec_bit_cell_arbiter_6_474,0,unsat
pec_bit_cell_arbiter_6_485,1,unsat
pec_bit_cell_arbiter_6_510,0,unsat
pec_bit_cell_arbiter_6_512,0,error
pec_bit_cell_arbiter_6_518,1,unsat
pec_bit_cell_arbiter_6_523,0,unsat
pec_bit_cell_arbiter_6_560,1,unsat
pec_bit_cell_arbiter_6_583,0,unsat
pec_bit_cell_arbiter_6_584,1,error
pec_bit_cell_arbiter_6_591,0,unsat
pec_bit_cell_arbiter_6_594,0,unsat
pec_bit_cell_arbiter_6_614,0,sat
pec_bit_cell_arbiter_6_635,1,error
pec_bit_cell_arbiter_6_663,0,unsat
pec_bit_cell_arbiter_6_664,0,unsat
pec_bit_cell_arbiter_6_67,1,unsat
pec_bit_cell_arbiter_6_683,0,error
pec_bit_cell_arbiter_6_692,1,unsat
pec_bit_cell_arbiter_6_739,0,unsat
pec_bit_cell_arbiter_6_750,1,error
pec_bit_cell_arbiter_6_758,0,error
pec_bit_cell_arbiter_6_778,1,unsat
pec_bit_cell_arbiter_6_795,0,unsat
pec_bit_cell_arbiter_6_818,1,unsat
pec_bit_cell_arbiter_6_819,0,unsat
pec_bit_cell_arbiter_6_825,0,unsat
pec_bit_cell_arbiter_6_82,0,unsat
pec_bit_cell_arbiter_6_835,0,unsat
pec_bit_cell_arbiter_6_842,1,unsat
pec_bit_cell_arbiter_6_854,0,unsat
pec_bit_cell_arbiter_6_871,1,error
pec_bit_cell_arbiter_6_877,0,error
pec_bit_cell_arbiter_6_890,1,unsat
pec_bit_cell_arbiter_6_906,0,error
pec_bit_cell_arbiter_6_909,1,error
pec_bit_cell_arbiter_6_948,0,sat
pec_bit_cell_arbiter_6_950,1,unsat
pec_bit_cell_arbiter_6_95,0,unsat
pec_bit_cell_arbiter_6_967,1,unsat
pec_bit_cell_arbiter_6_994,0,unsat
pec_look_ahead_arbiter_2_727,1,unsat
pec_look_ahead_arbiter_4_125,0,unsat
pec_look_ahead_arbiter_4_145,0,unsat
pec_look_ahead_arbiter_4_14,1,error
pec_look_ahead_arbiter_4_168,0,error
pec_look_ahead_arbiter_4_18,1,error
pec_look_ahead_arbiter_4_206,0,error
pec_look_ahead_arbiter_4_250,0,unsat
pec_look_ahead_arbiter_4_251,1,unsat
pec_look_ahead_arbiter_4_265,0,error
pec_look_ahead_arbiter_4_309,1,error
pec_look_ahead_arbiter_4_314,0,unsat
pec_look_ahead_arbiter_4_347,0,unsat
pec_look_ahead_arbiter_4_355,1,unsat
pec_look_ahead_arbiter_4_379,0,error
pec_look_ahead_arbiter_4_430,1,sat
pec_look_ahead_arbiter_4_445,1,unsat
pec_look_ahead_arbiter_4_478,0,error
pec_look_ahead_arbiter_4_495,1,unsat
pec_look_ahead_arbiter_4_507,0,unsat
pec_look_ahead_arbiter_4_511,0,unsat
pec_look_ahead_arbiter_4_530,1,unsat
pec_look_ahead_arbiter_4_560,0,unsat
pec_look_ahead_arbiter_4_564,0,unsat
pec_look_ahead_arbiter_4_579,1,error
pec_look_ahead_arbiter_4_597,0,error
pec_look_ahead_arbiter_4_605,0,unsat
pec_look_ahead_arbiter_4_609,0,unsat
pec_look_ahead_arbiter_4_619,0,error
pec_look_ahead_arbiter_4_645,0,unsat
pec_look_ahead_arbiter_4_656,1,unsat
pec_look_ahead_arbiter_4_694,0,unsat
pec_look_ahead_arbiter_4_695,1,unsat
pec_look_ahead_arbiter_4_72,0,sat
pec_look_ahead_arbiter_4_741,0,unsat
pec_look_ahead_arbiter_4_751,0,unsat
pec_look_ahead_arbiter_4_793,0,error
pec_look_ahead_arbiter_4_797,0,unsat
pec_look_ahead_arbiter_4_803,1,unsat
pec_look_ahead_arbiter_4_825,0,sat
pec_look_ahead_arbiter_4_833,1,sat
pec_look_ahead_arbiter_4_836,0,error
pec_look_ahead_arbiter_4_846,0,error
pec_look_ahead_arbiter_4_854,1,unsat
pec_look_ahead_arbiter_4_856,0,unsat
pec_look_ahead_arbiter_4_893,1,unsat
pec_look_ahead_arbiter_4_898,0,error
pec_look_ahead_arbiter_4_922,0,error
pec_look_ahead_arbiter_4_937,1,error
pec_look_ahead_arbiter_4_942,0,unsat
pec_look_ahead_arbiter_4_983,0,unsat
pec_look_ahead_arbiter_4_984,1,unsat
pec_look_ahead_arbiter_6_100,0,unsat
pec_look_ahead_arbiter_6_103,1,unsat
pec_look_ahead_arbiter_6_113,0,sat
pec_look_ahead_arbiter_6_126,1,unsat
pec_look_ahead_arbiter_6_129,0,unsat
pec_look_ahead_arbiter_6_165,1,error
pec_look_ahead_arbiter_6_178,0,unsat
pec_look_ahead_arbiter_6_182,1,unsat
pec_look_ahead_arbiter_6_191,0,unsat
pec_look_ahead_arbiter_6_215,1,error
pec_look_ahead_arbiter_6_233,0,unsat
pec_look_ahead_arbiter_6_246,1,unsat
pec_look_ahead_arbiter_6_25,0,unsat
pec_look_ahead_arbiter_6_277,1,unsat
pec_look_ahead_arbiter_6_292,0,unsat
pec_look_ahead_arbiter_6_30,1,unsat
pec_look_ahead_arbiter_6_310,0,unsat
pec_look_ahead_arbiter_6_312,1,error
pec_look_ahead_arbiter_6_315,0,unsat
pec_look_ahead_arbiter_6_31,1,unsat
pec_look_ahead_arbiter_6_335,0,error
pec_look_ahead_arbiter_6_33,1,unsat
pec_look_ahead_arbiter_6_344,0,unsat
pec_look_ahead_arbiter_6_399,1,unsat
pec_look_ahead_arbiter_6_405,0,unsat
pec_look_ahead_arbiter_6_40,1,sat
pec_look_ahead_arbiter_6_415,0,error
pec_look_ahead_arbiter_6_422,1,error
pec_look_ahead_arbiter_6_435,1,unsat
pec_look_ahead_arbiter_6_448,0,unsat
pec_look_ahead_arbiter_6_464,1,unsat
pec_look_ahead_arbiter_6_466,1,sat
pec_look_ahead_arbiter_6_483,0,unsat
pec_look_ahead_arbiter_6_487,1,unsat
pec_look_ahead_arbiter_6_494,0,unsat
pec_look_ahead_arbiter_6_499,1,unsat
pec_look_ahead_arbiter_6_502,1,sat
pec_look_ahead_arbiter_6_506,1,unsat
pec_look_ahead_arbiter_6_526,0,unsat
pec_look_ahead_arbiter_6_535,1,unsat
pec_look_ahead_arbiter_6_541,0,unsat
pec_look_ahead_arbiter_6_561,1,unsat
pec_look_ahead_arbiter_6_600,0,unsat
pec_look_ahead_arbiter_6_605,1,unsat
pec_look_ahead_arbiter_6_619,1,unsat
pec_look_ahead_arbiter_6_621,0,error
pec_look_ahead_arbiter_6_629,0,unsat
pec_look_ahead_arbiter_6_641,1,unsat
pec_look_ahead_arbiter_6_65,1,unsat
pec_look_ahead_arbiter_6_66,0,unsat
pec_look_ahead_arbiter_6_696,0,error
pec_look_ahead_arbiter_6_697,1,unsat
pec_look_ahead_arbiter_6_726,0,unsat
pec_look_ahead_arbiter_6_730,1,unsat
pec_look_ahead_arbiter_6_739,0,unsat
pec_look_ahead_arbiter_6_73,1,unsat
pec_look_ahead_arbiter_6_75,1,unsat
pec_look_ahead_arbiter_6_763,0,unsat
pec_look_ahead_arbiter_6_774,1,unsat
pec_look_ahead_arbiter_6_797,0,unsat
pec_look_ahead_arbiter_6_804,1,unsat
pec_look_ahead_arbiter_6_81,0,unsat
pec_look_ahead_arbiter_6_833,1,unsat
pec_look_ahead_arbiter_6_843,0,unsat
pec_look_ahead_arbiter_6_865,1,error
pec_look_ahead_arbiter_6_880,0,unsat
pec_look_ahead_arbiter_6_883,1,sat
pec_look_ahead_arbiter_6_891,0,unsat
pec_look_ahead_arbiter_6_899,1,error
pec_look_ahead_arbiter_6_919,0,error
pec_look_ahead_arbiter_6_921,1,error
pec_look_ahead_arbiter_6_923,0,unsat
pec_look_ahead_arbiter_6_924,1,error
pec_look_ahead_arbiter_6_938,0,error
pec_look_ahead_arbiter_6_939,1,unsat
pec_look_ahead_arbiter_6_956,1,unsat
pec_look_ahead_arbiter_6_95,0,error
pec_look_ahead_arbiter_6_967,0,unsat
pec_look_ahead_arbiter_6_979,1,unsat
pec_look_ahead_arbiter_6_987,1,unsat
pec_look_ahead_arbiter_6_990,0,error
